gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Mgat5b,HC,0,0.804867874,0.509,0.002,0
Nmb,HC,0,0.802967589,0.551,0.069,0
Neurod6,HC,0,0.79954233,0.334,0.001,0
Tango6,HC,0,0.798692175,0.463,0.015,0
Tmprss3,HC,0,0.798011511,0.571,0.058,0
Fam183b,HC,0,0.797017736,0.453,0.002,0
Lima1,HC,3.04E-287,0.79053382,0.713,0.228,7.04E-283
Cyb561d2,HC,0,0.790238114,0.628,0.135,0
Ly6h,HC,1.06E-156,0.789300319,0.762,0.407,2.44E-152
Mindy4b-ps,HC,0,0.789161821,0.473,0.002,0
Kcns3,HC,0,0.788399932,0.467,0.01,0
Ap3b2,HC,0,0.786775947,0.466,0.002,0
Smim5,HC,0,0.786493009,0.434,0.004,0
2310040G24Rik,HC,0,0.785991575,0.394,0.028,0
Ik,HC,1.81E-296,0.781970365,0.774,0.26,4.18E-292
Gde1,HC,1.08E-219,0.781746244,0.844,0.433,2.49E-215
Bmyc,HC,1.03E-287,0.781387123,0.771,0.273,2.38E-283
Ndufb9,HC,8.95E-274,0.779632009,0.965,0.756,2.07E-269
Dnajc15,HC,9.01E-260,0.777555139,0.84,0.368,2.08E-255
Fam168a,HC,0,0.776775504,0.6,0.102,0
Fam172a,HC,5.82E-225,0.776761841,0.667,0.24,1.35E-220
Gstm7,HC,0,0.774995468,0.569,0.103,0
Palld,HC,0,0.771159543,0.561,0.064,0
Atp6v0e,HC,5.46E-239,0.771089054,0.965,0.783,1.26E-234
Dynll2,HC,9.96E-242,0.769397657,0.947,0.594,2.30E-237
Rem1,HC,0,0.768099455,0.468,0.008,0
Hsp90aa1,HC,3.40E-238,0.767577842,0.928,0.61,7.86E-234
Mvb12b,HC,0,0.766998264,0.606,0.098,0
Foxj1,HC,0,0.765648481,0.49,0.017,0
Spock2,HC,0,0.763239218,0.536,0.043,0
Prkcd,HC,7.70E-295,0.761723314,0.739,0.228,1.78E-290
Fam81b,HC,0,0.761419364,0.455,0.002,0
Nhsl1,HC,0,0.760784566,0.543,0.076,0
Gm13373,HC,0,0.757268588,0.443,0.001,0
Qdpr,HC,7.66E-251,0.757231959,0.779,0.304,1.77E-246
Crlf1,HC,0,0.756900008,0.458,0.03,0
mt-Nd1,HC,1.87E-181,0.756842502,0.994,0.962,4.32E-177
Zdhhc16,HC,4.48E-284,0.756307852,0.703,0.221,1.04E-279
Nudt14,HC,1.12E-238,0.754689157,0.709,0.269,2.60E-234
Adgrv1,HC,0,0.754279338,0.467,0.015,0
Emb,HC,0,0.748842674,0.576,0.093,0
Tcerg1l,HC,0,0.74846078,0.473,0.003,0
Tmem41a,HC,0,0.748410993,0.566,0.084,0
Frmd4b,HC,1.47E-206,0.745832757,0.544,0.165,3.40E-202
Rtn2,HC,0,0.745239036,0.472,0.007,0
Pde6d,HC,6.03E-194,0.74354473,0.801,0.402,1.39E-189
mt-Cytb,HC,2.56E-207,0.742578266,0.993,0.979,5.93E-203
Nin,HC,0,0.740035916,0.537,0.055,0
Grtp1,HC,0,0.738143281,0.606,0.113,0
Pcdh8,HC,0,0.737704668,0.419,0.006,0
Gm17018,HC,3.43E-244,0.736467012,0.754,0.296,7.94E-240
Ybx1,HC,0,0.73638301,0.999,0.98,0
1700007K13Rik,HC,0,0.733955088,0.454,0.013,0
Itpr3,HC,0,0.73267632,0.419,0.004,0
Mrps6,HC,1.55E-260,0.732381379,0.72,0.248,3.59E-256
Vwa5b2,HC,0,0.730905419,0.397,0.004,0
Ppp3ca,HC,2.09E-254,0.729742241,0.748,0.264,4.82E-250
Akap9,HC,5.08E-223,0.729182898,0.794,0.349,1.18E-218
Dtna,HC,1.48E-235,0.728130899,0.716,0.255,3.42E-231
mt-Rnr1,HC,0,0.727154127,0.456,0.067,0
Card19,HC,7.65E-219,0.721585422,0.918,0.574,1.77E-214
Hspa2,HC,2.28E-252,0.721109553,0.777,0.286,5.27E-248
Ndel1,HC,1.52E-255,0.720544018,0.782,0.291,3.52E-251
Chchd6,HC,3.70E-185,0.71946087,0.727,0.337,8.56E-181
Cycs,HC,5.41E-184,0.719447155,0.897,0.596,1.25E-179
Pla2g16,HC,3.09E-259,0.719331096,0.642,0.195,7.15E-255
Fam57b,HC,0,0.719132194,0.443,0.001,0
Mblac2,HC,0,0.718370468,0.503,0.077,0
Uaca,HC,0,0.712905979,0.518,0.064,0
Plce1,HC,0,0.712883604,0.44,0.021,0
Ncam1,HC,0,0.711318029,0.477,0.024,0
Tekt1,HC,0,0.711315354,0.516,0.076,0
Homer2,HC,0,0.710904612,0.455,0.014,0
Pacrg,HC,0,0.710475885,0.492,0.034,0
Atp6v0a1,HC,0,0.708708,0.538,0.06,0
Prkx,HC,0,0.708331981,0.5,0.064,0
Acd,HC,3.03E-248,0.708218563,0.704,0.238,7.01E-244
Tcf4,HC,0,0.70729954,0.563,0.11,0
Madd,HC,0,0.706178004,0.472,0.036,0
Pcbp3,HC,0,0.70465755,0.493,0.041,0
Sptb,HC,0,0.704112844,0.465,0.026,0
Nppa,HC,0,0.702391816,0.356,0.001,0
Mrps5,HC,1.99E-269,0.70212323,0.699,0.223,4.61E-265
St8sia3,HC,0,0.701025331,0.369,0.001,0
Parp6,HC,0,0.700696142,0.494,0.031,0
Usp20,HC,0,0.699926699,0.541,0.071,0
Tmem147,HC,1.04E-228,0.69980538,0.929,0.612,2.40E-224
Calca,HC,0,0.698529103,0.359,0.007,0
Chd4,HC,4.58E-228,0.69757551,0.776,0.316,1.06E-223
Hdac5,HC,0,0.695986651,0.588,0.119,0
Whrn,HC,0,0.693543963,0.486,0.045,0
2010300C02Rik,HC,0,0.691172726,0.501,0.053,0
Scg3,HC,0,0.688951973,0.436,0.002,0
Ccdc28b,HC,2.26E-214,0.687829168,0.741,0.31,5.23E-210
Tmem184a,HC,0,0.687698809,0.535,0.084,0
Atp2b2,HC,0,0.687504928,0.447,0.016,0
A930009A15Rik,HC,0,0.687405176,0.413,0.033,0
Btg2,HC,5.35E-174,0.686401709,0.907,0.523,1.24E-169
Crmp1,HC,0,0.686167258,0.441,0.002,0
Serpinb6a,HC,3.36E-215,0.68269335,0.756,0.311,7.78E-211
Wrap73,HC,1.74E-293,0.680257288,0.572,0.136,4.02E-289
Nectin1,HC,0,0.679291948,0.454,0.031,0
Lrrk1,HC,0,0.678675633,0.515,0.094,0
Tbc1d7,HC,4.48E-190,0.676746703,0.552,0.18,1.04E-185
Slc8a2,HC,0,0.676242886,0.464,0.03,0
1700016K19Rik,HC,0,0.675012535,0.4,0.013,0
Kiz,HC,0,0.674762003,0.589,0.128,0
Sall3,HC,1.41E-267,0.673428781,0.585,0.15,3.27E-263
Pgm2l1,HC,0,0.672684429,0.458,0.045,0
Plch2,HC,0,0.671983092,0.458,0.038,0
Trim36,HC,0,0.671626684,0.442,0.013,0
Kcp,HC,0,0.670473139,0.297,0.004,0
Hs3st6,HC,0,0.666805161,0.391,0.042,0
Rbm17,HC,1.07E-198,0.666458626,0.889,0.518,2.47E-194
1110004E09Rik,HC,9.19E-214,0.664873578,0.751,0.298,2.13E-209
Syt13,HC,0,0.664785354,0.421,0.013,0
Depdc7,HC,0,0.664767755,0.409,0.027,0
Ccdc74a,HC,0,0.663883011,0.482,0.076,0
Hipk3,HC,0,0.661963566,0.484,0.064,0
Gtf3c4,HC,0,0.660544007,0.46,0.046,0
B9d2,HC,0,0.659120804,0.51,0.059,0
Mprip,HC,1.83E-254,0.657141817,0.613,0.175,4.23E-250
Olfm1,HC,0,0.656903294,0.436,0.025,0
Bbip1,HC,2.65E-189,0.65678483,0.737,0.322,6.13E-185
Kcnh7,HC,0,0.655631746,0.41,0.002,0
Strip2,HC,0,0.653661388,0.365,0.005,0
Ckmt1,HC,0,0.651668387,0.434,0.03,0
Calm3,HC,3.22E-228,0.650660288,0.976,0.803,7.44E-224
Kcnmb2,HC,0,0.650195671,0.389,0.001,0
Dll3,HC,0,0.648192104,0.346,0.002,0
Chka,HC,1.62E-210,0.647765985,0.773,0.319,3.75E-206
Higd2a,HC,4.02E-189,0.647617785,0.914,0.608,9.30E-185
Vash2,HC,0,0.647562292,0.452,0.056,0
Fryl,HC,0,0.647462837,0.47,0.064,0
Drc3,HC,0,0.647248711,0.415,0.016,0
Rtn1,HC,5.37E-263,0.645140912,0.769,0.251,1.24E-258
Ift22,HC,3.65E-207,0.644826296,0.614,0.211,8.45E-203
Chrna1,HC,0,0.64373836,0.309,0.002,0
Ccl27a,HC,0,0.643729783,0.613,0.14,0
Arhgdig,HC,0,0.643626344,0.441,0.048,0
Elof1,HC,3.28E-167,0.643186592,0.862,0.54,7.59E-163
Gm14207,HC,0,0.642544078,0.401,0.001,0
Satb1,HC,0,0.641043378,0.515,0.097,0
Golm1,HC,0,0.639053249,0.409,0.015,0
Zfp385a,HC,0,0.638526709,0.513,0.077,0
Palm3,HC,0,0.635862072,0.392,0.004,0
Sec11c,HC,5.15E-200,0.635072736,0.807,0.352,1.19E-195
Pkhd1l1,HC,0,0.634540783,0.282,0.002,0
Prr15l,HC,9.49E-217,0.63347665,0.623,0.198,2.20E-212
Arl6,HC,2.02E-240,0.63229561,0.66,0.209,4.67E-236
Txndc15,HC,6.51E-123,0.632246477,0.849,0.556,1.51E-118
Cyc1,HC,4.25E-183,0.631752756,0.91,0.607,9.83E-179
Pdgfra,HC,0,0.631585248,0.357,0.005,0
Ap3m2,HC,0,0.631536652,0.442,0.057,0
Ccp110,HC,0,0.629595547,0.373,0.018,0
Ndrg3,HC,7.02E-298,0.628393698,0.468,0.088,1.63E-293
Guk1,HC,2.63E-182,0.62770521,0.913,0.618,6.08E-178
Rab28,HC,2.43E-148,0.626943723,0.855,0.491,5.61E-144
Cox7a2,HC,1.27E-238,0.626299927,0.973,0.826,2.95E-234
Rnf150,HC,0,0.626028173,0.41,0.03,0
Wasf1,HC,3.29E-287,0.624597823,0.541,0.12,7.60E-283
Chgb,HC,0,0.623886277,0.417,0.016,0
Dnal4,HC,7.11E-187,0.623068137,0.717,0.294,1.65E-182
Mslnl,HC,0,0.621767045,0.294,0.002,0
Coro2a,HC,0,0.621068544,0.357,0.003,0
Obscn,HC,0,0.619711169,0.358,0.002,0
Cyfip2,HC,0,0.618267131,0.5,0.089,0
Ccdc88c,HC,0,0.617554342,0.468,0.076,0
Gm32742,HC,0,0.617072429,0.36,0.003,0
Arf3,HC,1.57E-189,0.6160289,0.719,0.287,3.63E-185
Mtmr11,HC,0,0.615819858,0.477,0.08,0
Tunar,HC,0,0.615071438,0.378,0.002,0
Slc22a17,HC,6.36E-185,0.614891329,0.757,0.336,1.47E-180
Ccdc189,HC,1.92E-270,0.614591457,0.502,0.111,4.44E-266
Acss2,HC,0,0.613249626,0.423,0.021,0
Enah,HC,4.13E-192,0.611051113,0.695,0.256,9.56E-188
Zmat4,HC,0,0.610852088,0.367,0.029,0
Usmg5,HC,1.52E-134,0.609822725,0.803,0.452,3.52E-130
Ssx2ip,HC,3.22E-191,0.609363506,0.715,0.277,7.46E-187
Morn5,HC,0,0.609145951,0.39,0.007,0
Atpif1,HC,9.75E-187,0.609067514,0.951,0.737,2.26E-182
Agfg2,HC,0,0.60856586,0.473,0.065,0
Syt7,HC,0,0.608283907,0.362,0.003,0
Dusp14,HC,1.61E-248,0.606606946,0.628,0.179,3.72E-244
Cltb,HC,5.53E-155,0.605597602,0.753,0.379,1.28E-150
Osbpl1a,HC,3.00E-246,0.604696793,0.567,0.149,6.94E-242
Efr3a,HC,2.35E-201,0.60456584,0.603,0.198,5.44E-197
Mob3b,HC,0,0.604037039,0.417,0.026,0
Ctsf,HC,1.64E-165,0.603859282,0.728,0.329,3.78E-161
Gadd45gip1,HC,1.11E-183,0.603204481,0.673,0.264,2.58E-179
Capsl,HC,0,0.602044698,0.407,0.037,0
Cdc42bpa,HC,0,0.601569024,0.445,0.047,0
Ctnnd2,HC,0,0.601437457,0.432,0.056,0
Eml1,HC,0,0.60130946,0.444,0.045,0
Bcl11a,HC,0,0.600051333,0.454,0.073,0
2210011C24Rik,HC,0,0.599926237,0.38,0.002,0
5730508B09Rik,HC,0,0.599586612,0.369,0.02,0
Fth1,HC,0,0.598557375,1,0.996,0
Cox5a,HC,5.34E-167,0.594836745,0.919,0.681,1.24E-162
Dll4,HC,0,0.594631017,0.325,0.002,0
Sstr2,HC,0,0.594514623,0.32,0.003,0
Ccs,HC,2.60E-153,0.593084627,0.694,0.322,6.02E-149
Plekhf2,HC,3.57E-171,0.59271339,0.645,0.247,8.27E-167
Mcf2l,HC,0,0.591024891,0.44,0.047,0
Mfhas1,HC,0,0.590439177,0.407,0.056,0
Polb,HC,6.48E-171,0.589390002,0.705,0.296,1.50E-166
5033430I15Rik,HC,3.89E-232,0.589312834,0.56,0.153,9.00E-228
Myo15,HC,0,0.589266975,0.373,0.004,0
Cdh23,HC,0,0.58794513,0.358,0.004,0
Pop5,HC,6.45E-230,0.586758475,0.64,0.196,1.49E-225
Chchd2,HC,0,0.586479247,1,0.985,0
Adipor1,HC,2.85E-153,0.583936258,0.912,0.583,6.60E-149
Slc38a1,HC,1.86E-204,0.583469186,0.576,0.179,4.31E-200
Pth1r,HC,0,0.583405234,0.34,0.003,0
Atp6v0b,HC,1.18E-154,0.583389763,0.886,0.574,2.72E-150
Ift27,HC,1.94E-191,0.582908298,0.641,0.229,4.49E-187
Me1,HC,2.69E-172,0.582787365,0.72,0.302,6.23E-168
Gpr4,HC,0,0.582515253,0.384,0.01,0
Epha4,HC,1.20E-307,0.582004736,0.445,0.076,2.78E-303
Fam43a,HC,0,0.580947501,0.334,0.003,0
Art5,HC,0,0.580392168,0.348,0.003,0
Cdca3,HC,0,0.580209052,0.336,0.009,0
B230219D22Rik,HC,1.46E-145,0.579985044,0.69,0.314,3.37E-141
Bace1,HC,0,0.57985433,0.408,0.061,0
Trub1,HC,2.64E-257,0.579822093,0.466,0.098,6.11E-253
Oscp1,HC,1.91E-296,0.57956236,0.48,0.093,4.43E-292
Hist3h2a,HC,3.59E-128,0.579304135,0.616,0.277,8.30E-124
Cfap36,HC,6.10E-148,0.57861069,0.781,0.413,1.41E-143
AC154305.3,HC,0,0.577589619,0.311,0.001,0
Cyld,HC,0,0.577417369,0.427,0.041,0
Prkaa2,HC,0,0.577108999,0.438,0.043,0
Ralgds,HC,2.88E-210,0.576838546,0.535,0.149,6.67E-206
Hspa4l,HC,0,0.57651451,0.42,0.059,0
Tmem216,HC,6.59E-182,0.576045877,0.564,0.186,1.52E-177
Atp5j,HC,5.66E-178,0.57599576,0.979,0.898,1.31E-173
Fbxo9,HC,5.58E-184,0.575835849,0.639,0.234,1.29E-179
Chrng,HC,0,0.575610073,0.261,0.009,0
Ctxn1,HC,2.05E-153,0.573932697,0.831,0.46,4.75E-149
Kcna10,HC,0,0.573919946,0.294,0.001,0
Btbd9,HC,1.20E-188,0.572690482,0.552,0.172,2.77E-184
Ccdc181,HC,0,0.571605283,0.435,0.055,0
Hagh,HC,2.81E-184,0.571325999,0.675,0.256,6.50E-180
Msi2,HC,1.85E-224,0.570013573,0.551,0.153,4.28E-220
Sptan1,HC,1.69E-226,0.566735428,0.521,0.135,3.91E-222
Cacfd1,HC,4.90E-161,0.565552235,0.666,0.269,1.13E-156
Sccpdh,HC,3.37E-172,0.56551949,0.687,0.275,7.80E-168
Egr1,HC,1.42E-106,0.564077402,0.577,0.264,3.29E-102
Ube2ql1,HC,0,0.563510926,0.342,0.002,0
Ttc21a,HC,0,0.562507315,0.345,0.004,0
Dst,HC,9.76E-279,0.562102199,0.472,0.094,2.26E-274
Polr3gl,HC,3.70E-286,0.561008343,0.511,0.107,8.55E-282
Card10,HC,0,0.560994388,0.356,0.004,0
Cxxc5,HC,6.02E-185,0.560455835,0.597,0.196,1.39E-180
Ddit3,HC,2.06E-160,0.560372678,0.567,0.202,4.77E-156
Ocm,HC,0,0.559685832,0.292,0.009,0
Clint1,HC,5.59E-195,0.559668813,0.541,0.164,1.29E-190
Otud3,HC,0,0.558834857,0.447,0.075,0
Sec11a,HC,2.17E-146,0.55857902,0.918,0.696,5.01E-142
Gm4825,HC,0,0.558143185,0.323,0.003,0
Churc1,HC,2.80E-152,0.556436111,0.743,0.367,6.48E-148
Purb,HC,2.52E-180,0.555405571,0.557,0.181,5.83E-176
Idh3a,HC,6.82E-153,0.555309768,0.674,0.289,1.58E-148
Atp8a2,HC,0,0.554535327,0.358,0.011,0
Cdk17,HC,4.58E-299,0.55409788,0.447,0.078,1.06E-294
Cfap77,HC,0,0.553194034,0.345,0.002,0
Tcp11,HC,0,0.552929915,0.35,0.007,0
Syt14,HC,0,0.552378769,0.358,0.014,0
Mgat4b,HC,4.52E-157,0.551779088,0.601,0.227,1.05E-152
Brf2,HC,0,0.551755355,0.43,0.066,0
Cct7,HC,5.32E-142,0.551614743,0.91,0.642,1.23E-137
Tnrc6b,HC,3.28E-205,0.551235187,0.56,0.167,7.60E-201
Zbtb18,HC,0,0.550796366,0.384,0.03,0
Prkca,HC,1.07E-173,0.549824906,0.522,0.164,2.48E-169
Thsd7b,HC,0,0.549652244,0.372,0.002,0
Fam212a,HC,0,0.548908518,0.322,0.015,0
Znhit1,HC,3.70E-183,0.548549169,0.651,0.237,8.56E-179
Dll1,HC,0,0.548078233,0.312,0.001,0
Ubl3,HC,1.82E-160,0.546857686,0.665,0.268,4.20E-156
Sorbs1,HC,0,0.546707494,0.373,0.033,0
Kcnj13,HC,2.35E-181,0.544205736,0.285,0.052,5.44E-177
Minos1,HC,1.21E-142,0.544138436,0.902,0.613,2.80E-138
Cnp,HC,3.70E-190,0.543077357,0.531,0.161,8.57E-186
Ptbp1,HC,2.47E-139,0.542831403,0.746,0.366,5.70E-135
Tmf1,HC,1.65E-234,0.542528602,0.501,0.12,3.82E-230
Ndufab1,HC,3.59E-151,0.541734949,0.926,0.671,8.31E-147
Rapgef1,HC,0,0.541661268,0.399,0.059,0
Chd7,HC,1.21E-169,0.539831236,0.604,0.216,2.81E-165
Aplp2,HC,1.62E-118,0.538214096,0.787,0.437,3.74E-114
Erich3,HC,0,0.538198905,0.339,0.005,0
Polr1d,HC,1.66E-147,0.538120465,0.939,0.721,3.83E-143
Rcn1,HC,5.95E-141,0.537450896,0.926,0.664,1.38E-136
Pnpla3,HC,0,0.53658242,0.354,0.015,0
Cln6,HC,0,0.53644432,0.415,0.048,0
Ubxn11,HC,0,0.535034693,0.41,0.036,0
AC153524.4,HC,0,0.534718997,0.295,0.004,0
Pfkp,HC,0,0.534477616,0.341,0.009,0
AI413582,HC,1.97E-254,0.534385475,0.487,0.108,4.56E-250
Map1b,HC,2.15E-124,0.534176903,0.702,0.333,4.96E-120
Dalrd3,HC,1.62E-203,0.533724194,0.547,0.159,3.75E-199
Arhgef28,HC,2.57E-225,0.533286673,0.463,0.108,5.96E-221
Ndufa4,HC,5.01E-197,0.533271341,0.996,0.937,1.16E-192
Fhit,HC,7.86E-298,0.532184907,0.364,0.052,1.82E-293
Cox5b,HC,1.47E-163,0.531326926,0.958,0.778,3.41E-159
Cdkl2,HC,0,0.529971018,0.394,0.047,0
Necab2,HC,4.96E-228,0.529799323,0.318,0.051,1.15E-223
Etnk1,HC,8.12E-205,0.529348547,0.5,0.135,1.88E-200
Haghl,HC,1.37E-124,0.529323338,0.62,0.285,3.18E-120
Mrfap1,HC,4.07E-188,0.528901991,0.985,0.872,9.42E-184
Efna5,HC,0,0.528880417,0.316,0.01,0
Morn2,HC,1.13E-220,0.528236812,0.488,0.122,2.61E-216
Skor1,HC,0,0.527849617,0.322,0.001,0
H2afz,HC,1.24E-200,0.527020963,0.996,0.945,2.87E-196
Fabp5,HC,1.84E-205,0.526391109,0.408,0.093,4.25E-201
Lrrc47,HC,3.38E-200,0.526118645,0.476,0.123,7.82E-196
Sfxn1,HC,3.04E-151,0.523854522,0.666,0.272,7.04E-147
Chac2,HC,8.36E-284,0.523082962,0.368,0.055,1.93E-279
Wdr26,HC,1.53E-166,0.522778036,0.547,0.182,3.55E-162
Trim62,HC,0,0.522038423,0.38,0.038,0
Coprs,HC,2.65E-160,0.521584459,0.649,0.255,6.14E-156
Ubqln1,HC,2.68E-165,0.521476249,0.562,0.192,6.19E-161
Zbtb7a,HC,6.49E-180,0.519971992,0.54,0.168,1.50E-175
Yeats4,HC,7.70E-146,0.519293829,0.702,0.304,1.78E-141
mt-Nd5,HC,5.37E-126,0.519007156,0.666,0.3,1.24E-121
Mrps33,HC,1.10E-120,0.517356024,0.882,0.621,2.54E-116
Rph3al,HC,7.71E-253,0.516748242,0.412,0.077,1.78E-248
Slco3a1,HC,0,0.516723981,0.395,0.049,0
Il25,HC,0,0.51667423,0.308,0.002,0
C77080,HC,0,0.515956096,0.359,0.033,0
Reps1,HC,1.80E-259,0.515264759,0.411,0.076,4.16E-255
Jup,HC,8.28E-182,0.513675967,0.503,0.147,1.92E-177
Spef1,HC,0,0.513464722,0.344,0.014,0
Uqcrq,HC,6.09E-155,0.511544425,0.969,0.838,1.41E-150
Gtpbp1,HC,0,0.511456418,0.35,0.028,0
Gtf2i,HC,5.17E-125,0.510767018,0.597,0.259,1.20E-120
AC126459.5,HC,0,0.510281872,0.315,0.005,0
Asic1,HC,0,0.510279277,0.324,0.004,0
Agap1,HC,1.08E-209,0.509430383,0.484,0.125,2.50E-205
Usf2,HC,2.44E-131,0.509128332,0.731,0.351,5.65E-127
Gm42418,HC,1.69E-105,0.508991937,0.57,0.256,3.91E-101
Kcnh2,HC,0,0.508767067,0.33,0.016,0
Clasp1,HC,6.21E-267,0.507862095,0.465,0.093,1.44E-262
Drosha,HC,1.44E-274,0.50722623,0.394,0.066,3.32E-270
Mtf1,HC,2.32E-216,0.506362481,0.459,0.109,5.37E-212
Lrp11,HC,0,0.505789529,0.346,0.017,0
Glrx5,HC,8.18E-131,0.505569187,0.915,0.632,1.89E-126
Rabl2,HC,2.98E-186,0.505187519,0.448,0.118,6.90E-182
Wnk2,HC,0,0.505120454,0.362,0.04,0
Phtf1os,HC,0,0.505035133,0.319,0.01,0
Gm15920,HC,4.47E-115,0.503761721,0.796,0.469,1.04E-110
Cep85l,HC,0,0.503358478,0.309,0.009,0
Tmem173,HC,0,0.503249076,0.325,0.002,0
Frmd6,HC,0,0.502826889,0.357,0.028,0
Ifitm2,HC,9.08E-89,0.502792858,0.782,0.52,2.10E-84
Ndufs6,HC,2.21E-133,0.502606584,0.924,0.644,5.11E-129
Impdh1,HC,0,0.500932033,0.359,0.043,0
Trappc2l,HC,1.07E-129,0.500925319,0.695,0.338,2.49E-125
Ppfibp2,HC,0,0.500686841,0.327,0.022,0
Ica1,HC,4.19E-198,0.500565254,0.483,0.127,9.69E-194
Tuba4a,HC,3.77E-188,0.500277956,0.482,0.132,8.73E-184
Arrdc4,HC,5.72E-92,0.499903294,0.624,0.31,1.32E-87
Ppfia3,HC,0,0.499874391,0.344,0.025,0
Ccdc65,HC,0,0.499301123,0.339,0.008,0
Zfp503,HC,0,0.498997204,0.284,0.005,0
Mfsd6,HC,1.13E-262,0.497949414,0.392,0.067,2.61E-258
Dgcr6,HC,1.68E-117,0.497776956,0.785,0.454,3.89E-113
Nudc,HC,2.07E-125,0.497397002,0.891,0.636,4.80E-121
Fbxo36,HC,1.25E-236,0.496539433,0.442,0.094,2.89E-232
Rassf4,HC,4.52E-222,0.49570682,0.445,0.1,1.05E-217
Wnk1,HC,4.15E-138,0.495523886,0.608,0.241,9.60E-134
Fanca,HC,0,0.494498523,0.314,0.006,0
Wdr12,HC,2.61E-263,0.494031434,0.444,0.086,6.04E-259
Gpsm2,HC,2.05E-192,0.49265404,0.501,0.139,4.75E-188
Adgrl1,HC,1.35E-172,0.492400969,0.478,0.14,3.11E-168
Gm29483,HC,0,0.491553081,0.297,0.016,0
Kif21b,HC,0,0.491402179,0.295,0.003,0
Rem2,HC,9.85E-185,0.490199964,0.354,0.076,2.28E-180
Romo1,HC,9.00E-76,0.489340717,0.714,0.466,2.08E-71
Mdh2,HC,1.36E-139,0.489197293,0.962,0.815,3.14E-135
Uba1,HC,1.51E-134,0.486785168,0.623,0.261,3.49E-130
Ubald2,HC,1.26E-118,0.486537006,0.849,0.529,2.91E-114
Atf4,HC,5.71E-111,0.486382629,0.898,0.614,1.32E-106
Gpr155,HC,0,0.485867396,0.308,0.005,0
Rgs12,HC,0,0.484933481,0.361,0.045,0
Nrep,HC,2.46E-114,0.484012085,0.81,0.469,5.69E-110
Insm1,HC,0,0.483548053,0.259,0,0
Prrt3,HC,0,0.483246538,0.313,0.011,0
Cited2,HC,8.51E-106,0.482775167,0.851,0.534,1.97E-101
1110032F04Rik,HC,0,0.482647337,0.299,0.005,0
Gdap1l1,HC,0,0.482317801,0.307,0,0
Rab3b,HC,0,0.481815745,0.426,0.048,0
Cirbp,HC,2.25E-77,0.48137563,0.992,0.949,5.20E-73
Dnmt1,HC,5.61E-288,0.480998457,0.278,0.029,1.30E-283
Zbtb38,HC,8.58E-230,0.480837631,0.38,0.072,1.98E-225
Gltp,HC,5.01E-108,0.479644899,0.668,0.338,1.16E-103
Samd14,HC,2.15E-174,0.479581159,0.477,0.137,4.97E-170
Pak1,HC,1.75E-151,0.47882896,0.461,0.145,4.05E-147
Prkab1,HC,1.07E-243,0.478061439,0.42,0.082,2.48E-239
Mycbp,HC,3.60E-160,0.477681331,0.548,0.184,8.33E-156
Cthrc1,HC,0,0.4772508,0.309,0.029,0
Aplp1,HC,1.53E-153,0.477062432,0.529,0.178,3.54E-149
Phtf1,HC,4.21E-170,0.476190312,0.464,0.134,9.74E-166
Ubn1,HC,3.41E-127,0.476096088,0.564,0.223,7.89E-123
Pin1,HC,7.27E-108,0.474324944,0.899,0.636,1.68E-103
Ucp2,HC,1.82E-114,0.473996939,0.459,0.173,4.21E-110
1700001C02Rik,HC,0,0.473472907,0.297,0.001,0
Dscaml1,HC,0,0.473428765,0.291,0.001,0
Strc,HC,0,0.473357659,0.281,0,0
C2cd4b,HC,2.59E-139,0.473216668,0.523,0.18,5.99E-135
Pkn3,HC,0,0.472349855,0.279,0.003,0
Ppp2r5b,HC,2.97E-245,0.471061666,0.421,0.082,6.87E-241
2300009A05Rik,HC,6.60E-133,0.471006824,0.521,0.193,1.53E-128
Trip12,HC,9.57E-158,0.470717033,0.459,0.137,2.21E-153
Nxnl2,HC,0,0.469615646,0.307,0.015,0
Dync2h1,HC,0,0.469231298,0.335,0.037,0
Unc5b,HC,7.68E-196,0.469153015,0.372,0.08,1.78E-191
AC153524.3,HC,0,0.469108558,0.299,0.005,0
Usp2,HC,5.06E-269,0.468431749,0.351,0.053,1.17E-264
Bcl7a,HC,1.26E-166,0.46795128,0.467,0.135,2.90E-162
Rbfox3,HC,0,0.464518363,0.264,0.003,0
Tac4,HC,0,0.464311961,0.265,0,0
Zfp474,HC,0,0.463625408,0.302,0.013,0
Tmem63b,HC,1.55E-175,0.463401873,0.503,0.149,3.58E-171
Ptpn3,HC,0,0.463381685,0.322,0.018,0
Gpr27,HC,8.65E-273,0.462941161,0.292,0.035,2.00E-268
Jmjd1c,HC,3.25E-171,0.462661978,0.449,0.123,7.52E-167
Sema6b,HC,0,0.462022485,0.309,0.027,0
Tcf15,HC,0,0.460832762,0.253,0.002,0
Grk1,HC,0,0.460654008,0.291,0.001,0
Ctbp2,HC,2.50E-172,0.460271723,0.411,0.105,5.79E-168
Zmiz2,HC,1.06E-201,0.460057786,0.444,0.107,2.45E-197
Tmem163,HC,0,0.459736808,0.259,0.004,0
Fam98c,HC,3.47E-211,0.459573442,0.407,0.088,8.04E-207
Icmt,HC,2.03E-281,0.459326505,0.352,0.05,4.70E-277
Tprn,HC,0,0.458698735,0.319,0.03,0
